"i","j","recID","eqid","region","SOF","magBin","mag","rake","ZTOR","Rrup","RJB","RX","RY","FLen","VS30","rockPGA","lnY","intra.Resid","Median","eventTerm","srcSiteA","z1","dip","Z1_1D","Z1_Ref","iregion.i.","epsilon_within","Station.Name","Station.Sequence.Number","Station.ID..No.","Hypocenter.Latitude..deg.","Hypocenter.Longitude..deg.","Hypocenter.Depth..km.","Fault.Rupture.Width..km.","Station.Latitude","Station.Longitude","PGA..g.","T0.200S","STATID","VS30_gmean","Z1_mean","Lat_stat","Lon_stat","X_stat","Y_stat","Basin_ID","D_basin","X_eq","Y_eq"
11,28,187,50,1,0,7,6.53,0,0,12.69,12.69,-8.52,34.4,50,348.69,0.092,-4.2703,-0.14,-4.7655,-0.1072,-42.16,1.44,80,0,0.4162,1,-0.233,"Parachute Test Site",207,5051,32.644,-115.307,9.96,13,32.929,-115.701,0.16742,0.39105,"S75",348.69,1.44,32.929,-115.701,1183.14699838054,3667.14799203843,8,23.961836993907,1222.43157347582,3638.07989677778
11,32,192,50,1,0,7,6.53,0,0,15.25,14.75,4.55,39.58,50,193.67,0.0784,-4.0094,-0.8513,-4.1184,-0.1072,17,1.5,80,0,0.4959,1,-1.4162,"Westmorland Fire Sta",264,11369,32.644,-115.307,9.96,13,33.037,-115.623,0.08244,0.1539,"S79",193.67,1.5,33.037,-115.623,1189.61704946035,3679.67365859876,8,28.051285630522,1222.43157347582,3638.07989677778
48,2,833,125,1,0,7,7.28,0,0,144.9,144.9,-142.52,-8.97,71.8,269.29,0.0199,-4.2934,-0.0314,-4.9449,0.2992,-100.4,0.62,90,0,0.4707,1,-0.0565,"Anaheim - W Ball Rd",581,90088,34.2,-116.436,7,15,33.817,-117.951,0.039787,0.081407,"S226",269.29,0.62,33.817,-117.951,967.493416737382,3753.34720069215,1,9.66633233855313,1105.23669257943,3803.86990309112
48,6,837,125,1,0,7,7.28,0,0,131.92,131.92,-129.85,21.16,71.8,544.68,0.0232,-4.3387,-0.2359,-5.459,0.2992,-79.85,0.38,90,0,0.1968,1,-0.4241,"Baldwin Park - N Holly",563,90069,34.2,-116.436,7,15,34.1,-117.974,0.027942,0.043212,"S229",544.68,0.38,34.1,-117.974,963.81795723836,3784.6665483875,4,4.59659025913156,1105.23669257943,3803.86990309112
48,8,839,125,1,0,7,7.28,0,0,154.26,154.26,-152.52,14.48,71.8,267.13,0.0178,-3.9352,0.016,-4.9333,0.2992,-81.39,0.78,90,0,0.4718,1,0.0289,"Bell Gardens - Jaboneria",586,90094,34.2,-116.436,7,15,33.965,-118.158,0.037595,0.081137,"S230",267.13,0.78,33.965,-118.158,947.532999583355,3768.85525906458,1,6.21679985688093,1105.23669257943,3803.86990309112
48,9,840,125,1,0,7,7.28,0,0,144.13,144.13,-133.61,49.86,71.8,550.11,0.02,-4.6643,-0.0104,-5.667,0.2992,-67.98,0.04,90,0,0.191,1,-0.0187,"Big Tujunga, Angeles Nat F",556,90061,34.2,-116.436,7,15,34.286,-118.225,0.03011,0.071413,"S233",550.11,0.04,34.286,-118.225,939.664761319895,3804.2026146319,9,11.0623224723706,1105.23669257943,3803.86990309112
48,11,842,125,1,0,7,7.28,0,0,137.44,137.44,-136.55,-0.99,71.8,322.75,0.0217,-4.3139,-0.0051,-5.0896,0.2992,-96.52,0.52,90,0,0.4375,1,-0.0092,"Brea - S Flower Av",580,90087,34.2,-116.436,7,15,33.916,-117.896,0.041334,0.081256,"S234",322.75,0.52,33.916,-117.896,972.043875215493,3764.59252178888,1,1.02351914686886,1105.23669257943,3803.86990309112
48,12,843,125,1,0,7,7.28,0,0,150.09,150.09,-148.42,-3.19,71.8,270.96,0.0187,-4.0828,0.1066,-4.9309,0.2992,-98.55,0.76,90,0,0.4699,1,0.1917,"Buena Park - La Palma",579,90086,34.2,-116.436,7,15,33.847,-118.018,0.042976,0.094735,"S325",270.96,0.76,33.847,-118.018,961.122107328497,3756.37495438366,1,11.1239684314248,1105.23669257943,3803.86990309112
48,15,846,125,1,0,7,7.28,0,0,172.45,172.45,-152.2,70.15,71.8,409.4,0.0145,-4.3506,0.1715,-5.468,0.2992,-61.95,0.32,90,0,0.3548,1,0.3085,"Chatsworth - Devonshire",513,90004,34.2,-116.436,7,15,34.358,-118.571,0.030013,0.047698,"S404",409.4,0.32,34.358,-118.571,907.433056573939,3810.74927906156,9,10.0669199901199,1105.23669257943,3803.86990309112
48,16,847,125,1,0,7,7.28,0,0,161.23,161.23,-160,9.23,71.8,266.9,0.0165,-3.6912,0.6322,-4.9473,0.2992,-82.91,0.84,90,0,0.4719,1,1.137,"Compton - Castlegate St",571,90078,34.2,-116.436,7,15,33.899,-118.196,0.064557,0.12234,"S244",266.9,0.84,33.899,-118.196,944.361411685043,3761.36191987755,1,13.5039957703841,1105.23669257943,3803.86990309112
48,19,850,125,1,0,7,7.28,0,0,21.78,21.78,-8.47,-52.15,71.8,359,0.1633,-5.0814,-0.5259,-4.1551,0.2992,-157.1,0.34,90,0,0.4069,1,-0.9458,"Desert Hot Springs",267,12149,34.2,-116.436,7,15,33.962,-116.509,0.15433,0.46634,"S192",359,0.34,33.962,-116.509,1100.18159323679,3776.98371512629,7,1.41227143299073,1105.23669257943,3803.86990309112
48,20,851,125,1,0,7,7.28,0,0,157.46,157.46,-156.15,10.64,71.8,271.9,0.0172,-3.5755,0.2659,-4.9353,0.2992,-82.62,0.88,90,0,0.4694,1,0.4782,"Downey - Co Maint Bldg",288,14368,34.2,-116.436,7,15,33.924,-118.167,0.046025,0.084982,"S248",271.9,0.88,33.924,-118.167,946.915331129906,3764.26380822066,1,10.603517941671,1105.23669257943,3803.86990309112
48,21,852,125,1,0,7,7.28,0,0,126.33,126.33,-123.76,24.98,71.8,459.14,0.0248,-4.6673,-0.5733,-5.329,0.2992,-78.44,0.32,90,0,0.2965,1,-1.031,"Duarte - Mel Canyon Rd.",561,90067,34.2,-116.436,7,15,34.15,-117.939,0.023001,0.046725,"S406",459.14,0.32,34.15,-117.939,966.775160683524,3790.37859504504,9,0.707383035115431,1105.23669257943,3803.86990309112
48,25,856,125,1,0,7,7.28,0,0,146.89,146.89,-142.12,-19.57,71.8,270.54,0.0194,-4.3998,0.5039,-4.986,0.2992,-104.64,0.54,90,0,0.4701,1,0.9061,"Fountain Valley - Euclid",511,90002,34.2,-116.436,7,15,33.719,-117.937,0.066232,0.13592,"S251",270.54,0.54,33.719,-117.937,969.326876583661,3742.5291499938,1,10.0014617726958,1105.23669257943,3803.86990309112
48,27,858,125,1,0,7,7.28,0,0,122.61,122.61,-120.83,21.45,71.8,362.31,0.026,-4.8254,0.1038,-5.1593,0.2992,-80.21,0.32,90,0,0.4038,1,0.1867,"Glendora - N Oakbank",559,90065,34.2,-116.436,7,15,34.137,-117.883,0.052215,0.11282,"S254",362.31,0.32,34.137,-117.883,972.017661334788,3789.19346787798,4,0.41156968037782,1105.23669257943,3803.86990309112
48,28,859,125,1,0,7,7.28,0,0,136.29,136.29,-135.75,8.55,71.8,337,0.022,-4.8321,0.1784,-5.1769,0.2992,-84.89,0.32,90,0,0.4262,1,0.3208,"Hacienda Heights - Colima",567,90073,34.2,-116.436,7,15,33.99,-117.943,0.049429,0.11268,"S255",337,0.32,33.99,-117.943,967.286653303196,3772.59367570811,9,4.49961962027247,1105.23669257943,3803.86990309112
48,30,861,125,1,0,7,7.28,0,0,156,156,-151.92,-14.42,71.8,270.54,0.0175,-4.6464,0.4834,-5.0264,0.2992,-103.13,0.54,90,0,0.4701,1,0.8694,"Huntington Bch - Waikiki",576,90083,34.2,-116.436,7,15,33.727,-118.044,0.058618,0.11414,"S408",270.54,0.54,33.727,-118.044,959.355849031767,3742.93429842622,1,3.81139875930319,1105.23669257943,3803.86990309112
48,32,863,125,1,0,7,7.28,0,0,167.27,167.27,-165.33,13.12,71.8,316.02,0.0154,-3.683,0.2704,-5.1923,0.2992,-81.25,0.58,90,0,0.4425,1,0.4862,"Inglewood - Union Oil",285,14196,34.2,-116.436,7,15,33.905,-118.279,0.039,0.063199,"S257",316.02,0.58,33.905,-118.279,936.646717038304,3761.67097987571,1,12.2733566723536,1105.23669257943,3803.86990309112
48,33,864,125,1,0,7,7.28,0,0,11.03,11.03,10.72,-38.52,71.8,379.32,0.264,-4.6354,-0.3617,-3.8406,0.2992,104,-999,90,0,0.387,1,-0.6505,"Joshua Tree",298,22170,34.2,-116.436,7,15,34.13,-116.314,0.27436,0.44575,"S198",379.32,-999,34.13,-116.314,1117.01669939547,3796.82427395701,9,24.3404949421387,1105.23669257943,3803.86990309112
48,34,865,125,1,0,7,7.28,0,0,164.36,164.36,-162.25,14.82,71.8,301,0.0159,-3.6237,0.2988,-5.113,0.2992,-80.79,0.74,90,0,0.4527,1,0.5373,"LA - 116th St School",290,14403,34.2,-116.436,7,15,33.929,-118.26,0.04209,0.077199,"S258",301,0.74,33.929,-118.26,938.282270091887,3764.41666313217,1,10.8991543074808,1105.23669257943,3803.86990309112
48,37,869,125,1,0,7,7.28,0,0,159.13,159.13,-153.65,31.9,71.8,315.06,0.0169,-4.3872,0.0805,-5.2315,0.2992,-74.92,0.32,90,0,0.4432,1,0.1447,"LA - N Westmoreland",530,90021,34.2,-116.436,7,15,34.082,-118.298,0.03545,0.10943,"S268",315.06,0.32,34.082,-118.298,933.98424278343,3781.24043410878,1,0.443928139738118,1105.23669257943,3803.86990309112
48,38,870,125,1,0,7,7.28,0,0,151.7,151.7,-148.63,22.64,71.8,349.43,0.0184,-4.0608,0.3674,-5.2521,0.2992,-78.46,0.38,90,0,0.4156,1,0.6608,"LA - Obregon Park",337,24400,34.2,-116.436,7,15,34.037,-118.178,0.04853,0.13425,"S269",349.419999713806,0.38,34.037,-118.178,945.305688424754,3776.76174946919,9,1.86929405994365,1105.23669257943,3803.86990309112
48,39,871,125,1,0,7,7.28,0,0,161.56,161.56,-157.98,23.31,71.8,285.28,0.0164,-3.79,0.0927,-5.0297,0.2992,-77.92,0.72,90,0,0.4623,1,0.1667,"LA - S Grand Ave",531,90022,34.2,-116.436,7,15,34.005,-118.279,0.036466,0.08313,"S270",285.28,0.72,34.005,-118.279,936.134610237232,3772.77294439047,1,4.02513021406878,1105.23669257943,3803.86990309112
48,40,872,125,1,0,7,7.28,0,0,160.99,160.99,-156.36,28.13,71.8,329.52,0.0165,-4.1585,-0.0564,-5.2721,0.2992,-76.23,0.32,90,0,0.4323,1,-0.1014,"LA - W 15th St",529,90020,34.2,-116.436,7,15,34.045,-118.298,0.029788,0.05792,"S409",329.52,0.32,34.045,-118.298,934.173485767762,3777.13272582191,1,1.57506353686702,1105.23669257943,3803.86990309112
48,41,873,125,1,0,7,7.28,0,0,163.96,163.96,-160.81,20.75,71.8,241.41,0.016,-3.5946,0.5385,-4.8831,0.2992,-78.75,0.84,90,0,0.4826,1,0.9683,"LA - W 70th St",532,90023,34.2,-116.436,7,15,33.976,-118.289,0.059545,0.094174,"S272",241.41,0.84,33.976,-118.289,935.358338118245,3769.51072658682,1,7.37783232870062,1105.23669257943,3803.86990309112
48,42,874,125,1,0,7,7.28,0,0,160.85,160.85,-159.93,6.6,71.8,344.72,0.0165,-3.6795,0.6351,-5.184,0.2992,-83.87,0.82,90,0,0.4197,1,1.1421,"LB - Orange Ave",573,90080,34.2,-116.436,7,15,33.881,-118.176,0.05836,0.10181,"S275",344.704210429884,0.82,33.881,-118.176,946.307079268397,3759.45043440394,1,14.098768477339,1105.23669257943,3803.86990309112
48,44,876,125,1,0,7,7.28,0,0,143.12,143.12,-142.88,2.62,71.8,338.27,0.0203,-4.3243,0.0466,-5.1409,0.2992,-86.73,0.56,90,0,0.4252,1,0.0838,"La Habra - Briarcliff",568,90074,34.2,-116.436,7,15,33.921,-117.973,0.039954,0.075509,"S279",338.27,0.56,33.921,-117.973,964.888288988953,3764.79514177281,1,2.36491975104951,1105.23669257943,3803.86990309112
48,46,878,125,1,0,7,7.28,0,0,157.41,157.41,-155.89,-0.05,71.8,267.35,0.0172,-3.7448,0.4122,-4.9372,0.2992,-97.97,0.82,90,0,0.4717,1,0.7412,"Lakewood - Del Amo Blvd",577,90084,34.2,-116.436,7,15,33.846,-118.099,0.053872,0.1088,"S281",267.35,0.82,33.846,-118.099,953.623208296875,3755.90254165294,1,11.2486177971396,1105.23669257943,3803.86990309112
48,50,882,125,1,0,7,7.28,0,0,26.84,26.84,-11.89,-54.86,71.8,344.67,0.1381,-5.6369,-0.5568,-4.1213,0.2992,-153.7,0.84,90,0,0.4197,1,-1.0013,"North Palm Springs",222,5070,34.2,-116.436,7,15,33.924,-116.543,0.13073,0.33971,"S203",344.67,0.84,33.924,-116.543,1097.29970502179,3772.56065467107,7,4.57653378613388,1105.23669257943,3803.86990309112
48,52,884,125,1,0,7,7.28,0,0,36.15,36.15,-9.76,-64.66,71.8,312.47,0.107,-5.4789,-0.7351,-4.3127,0.2992,-164.34,0.38,90,0,0.445,1,-1.3219,"Palm Springs Airport",265,12025,34.2,-116.436,7,15,33.829,-116.512,0.088741,0.17687,"S204",312.47,0.38,33.829,-116.512,1100.84131398629,3762.18363909344,7,3.10524398424876,1105.23669257943,3803.86990309112
48,57,889,125,1,0,7,7.28,0,0,141.92,141.92,-138.77,24.87,71.8,401.37,0.0206,-4.2561,0.2375,-5.3234,0.2992,-77.92,0.32,90,0,0.3637,1,0.427,"San Gabriel - E Grand Ave",528,90019,34.2,-116.436,7,15,34.091,-118.093,0.045631,0.073448,"S309",401.37,0.32,34.091,-118.093,952.874145655653,3783.13173207285,4,3.705603872153,1105.23669257943,3803.86990309112
48,58,890,125,1,0,7,7.28,0,0,150.1,150.1,-149.13,9.52,71.8,339.06,0.0187,-3.9628,0.4681,-5.1613,0.2992,-83.49,0.62,90,0,0.4245,1,0.8418,"Santa Fe Springs - E.Joslin",570,90077,34.2,-116.436,7,15,33.944,-118.087,0.056124,0.13237,"S311",339.06,0.62,33.944,-118.087,954.213317081021,3766.83675533406,1,6.10240397662044,1105.23669257943,3803.86990309112
48,60,892,125,1,0,7,7.28,0,0,163.54,163.54,-151.94,50.72,71.8,320.93,0.016,-4.16,0.0082,-5.2488,0.2992,-68.28,0.36,90,0,0.4389,1,0.0147,"Sun Valley - Roscoe Blvd",515,90006,34.2,-116.436,7,15,34.221,-118.421,0.031231,0.056779,"S314",320.93,0.36,34.221,-118.421,921.92866161195,3796.15436223675,3,4.74926982077174,1105.23669257943,3803.86990309112
48,61,893,125,1,0,7,7.28,0,0,158.25,158.25,-147.11,50.04,71.8,393.67,0.017,-4.7,-0.3585,-5.3555,0.2992,-68.37,0.4,90,0,0.372,1,-0.6446,"Sun Valley - Sunland",517,90008,34.2,-116.436,7,15,34.235,-118.366,0.020981,0.039375,"S315",393.67,0.4,34.235,-118.366,926.929793014171,3797.93841925952,9,0.549429768375011,1105.23669257943,3803.86990309112
48,62,894,125,1,0,7,7.28,0,0,151.53,151.53,-140.25,51.09,71.8,402.16,0.0184,-4.1297,-0.0439,-5.5111,0.2992,-67.76,0.1,90,0,0.3628,1,-0.0789,"Sunland - Mt Gleason Ave",553,90058,34.2,-116.436,7,15,34.269,-118.303,0.030805,0.051392,"S316",402.16,0.1,34.269,-118.303,932.564181279687,3801.979805025,9,3.77932196151113,1105.23669257943,3803.86990309112
48,64,896,125,1,0,7,7.28,0,0,136.72,136.72,-131.62,-23.28,71.8,303.09,0.0219,-5.29,-0.0564,-5.1015,0.2992,-105.71,0.32,90,0,0.4514,1,-0.1013,"Tustin - E Sycamore",582,90089,34.2,-116.436,7,15,33.7278,-117.824,0.0405,0.10858,"S413",303.09,0.32,33.728,-117.824,979.762285414825,3744.05008232815,1,2.92385691359696,1105.23669257943,3803.86990309112
48,67,899,125,1,0,7,7.28,0,0,132.32,132.32,-130.96,16.57,71.8,334.69,0.0231,-4.0523,0.08,-5.145,0.2992,-81.79,0.34,90,0,0.4281,1,0.1438,"West Covina - S Orange Ave",565,90071,34.2,-116.436,7,15,34.064,-117.952,0.046907,0.072774,"S324",334.69,0.34,34.064,-117.952,966.048033960579,3780.76951189694,4,3.09386738737235,1105.23669257943,3803.86990309112
48,70,3753,125,1,0,7,7.28,0,0,25.02,25.02,2.3,-58.31,71.8,388.63,0.1463,-5.3519,-0.1105,-4.3921,0.2992,175,0.14,90,0,0.3774,1,-0.1987,"Fun Valley",221,5069,34.2,-116.436,7,15,33.925,-116.389,0.21019,0.68311,"S193",388.63,0.14,33.925,-116.389,1111.5617875567,3773.58397215335,9,3.4881997428606,1105.23669257943,3803.86990309112
67,1,1759,158,1,0,7,7.13,1,0,176.59,176.59,-174.82,15.32,44,276.39,0.0133,-6.9158,-0.1369,-5.3657,0.3929,-81.88,0.7,82,0,0.4671,1,-0.2461,"12440 Imperial Hwy, North Grn",1229,5239,34.5981,-116.2645,14.8,16.2,33.915,-118.066,0.023437,0.037472,"S507",276.39,0.7,33.915,-118.066,956.311766553361,3763.7102851475,1,6.99003695281214,1118.12363271072,3849.16206715708
67,2,1761,158,1,0,7,7.13,1,0,166.11,166.11,-158.61,41.55,44,375.16,0.015,-5.1511,0.2089,-5.6742,0.3929,-72.72,0.32,82,0,0.3912,1,0.3756,"Altadena - Eaton Canyon",339,24402,34.5981,-116.2645,14.8,16.2,34.177,-118.096,0.032527,0.069092,"S225",375.16,0.32,34.177,-118.096,952.137281552686,3792.6671296679,4,0.318539074852186,1118.12363271072,3849.16206715708
67,5,1764,158,1,0,7,7.13,1,0,102.4,102.4,-96.61,-70.53,44,480.22,0.0332,-5.6411,-0.4072,-5.5111,0.3929,-109.36,-999,82,0,0.2711,1,-0.7323,"Anza - Tripp Flats Training",1223,5222,34.5981,-116.2645,14.8,16.2,33.6022,-116.756,0.034251,0.08336,"S508",480.215999933362,-999,33.602,-116.756,1079.74221498855,3735.5521499589,9,28.3146546210926,1118.12363271072,3849.16206715708
67,6,1765,158,1,0,7,7.13,1,0,193.8,193.8,-178.97,61.98,44,297.71,0.011,-4.7871,0.0985,-5.626,0.3929,-67.44,0.36,82,0,0.4548,1,0.1771,"Arleta - Nordhoff Fire Sta",315,24087,34.5981,-116.2645,14.8,16.2,34.236,-118.439,0.02388,0.045385,"S228",297.708333310007,0.36,34.236,-118.439,920.194046184842,3797.7449246339,3,4.72048756589303,1118.12363271072,3849.16206715708
67,8,1767,158,1,0,7,7.13,1,0,83.43,83.43,-83.16,-42,44,667.42,0.0439,-4.9432,-1.0966,-5.6406,0.3929,-94.63,-999,82,0,0.0919,1,-1.9721,"Banning - Twin Pines Road",1295,12674,34.5981,-116.2645,14.8,16.2,33.869,-116.824,0.019856,0.04435,"S509",667.42,-999,33.869,-116.824,1071.635922416,3764.84073517817,9,19.458680713791,1118.12363271072,3849.16206715708
67,10,1769,158,1,0,7,7.13,1,0,195.87,195.87,-187.09,44.86,44,460.09,0.0108,-5.1668,-0.1513,-5.9243,0.3929,-72.78,0.32,82,0,0.2953,1,-0.2722,"Beverly Hills Pac Bell Bsmt",1263,5402,34.5981,-116.2645,14.8,16.2,34.0762,-118.3959,0.014983,0.028507,"S510",460.096666642517,0.32,34.076,-118.396,924.961756233529,3780.16146908355,1,0.541514978531818,1118.12363271072,3849.16206715708
67,11,1770,158,1,0,7,7.13,1,0,61.85,61.85,-60.96,-4.43,44,406.7,0.063,-4.4811,0.4701,-5.0552,0.3929,-80.25,-999,82,0,0.3578,1,0.8453,"Big Bear Lake - Fire Station",1389,22791,34.5981,-116.2645,14.8,16.2,34.241,-116.872,0.16623,0.39297,"S511",406.7,-999,34.241,-116.872,1064.70142746225,3805.90882963374,9,26.1871703710957,1118.12363271072,3849.16206715708
67,12,1771,158,1,0,7,7.13,1,0,120.69,120.69,-38.86,-138.23,44,257.03,0.026,-4.5052,-0.2284,-4.9809,0.3929,-161.22,0.94,82,0,0.4764,1,-0.4107,"Bombay Beach Fire Station",1234,5271,34.5981,-116.2645,14.8,16.2,33.3527,-115.733,0.041807,0.07603,"S512",257.005454284998,0.94,33.353,-115.733,1176.85760018628,3714.09788012833,8,8.80920535062899,1118.12363271072,3849.16206715708
67,13,1772,158,1,0,7,7.13,1,0,187.73,187.73,-175.8,54.39,44,422.33,0.0118,-5.4012,0.4509,-5.8339,0.3929,-69.46,0.34,82,0,0.3401,1,0.8108,"Burbank Airport",1260,5398,34.5981,-116.2645,14.8,16.2,34.1949,-118.354,0.030979,0.063439,"S513",422.304999852007,0.34,34.195,-118.354,928.239169372763,3793.54827004574,3,1.64282154392299,1118.12363271072,3849.16206715708
67,14,1773,158,1,0,7,7.13,1,0,77.01,77.01,-76.86,-39.05,44,376.91,0.0486,-4.8485,-0.7462,-5.1322,0.3929,-93.59,-999,82,0,0.3895,1,-1.3419,"Cabazon",225,5073,34.5981,-116.2645,14.8,16.2,33.9176,-116.7833,0.039222,0.079988,"S189",376.91,-999,33.918,-116.783,1075.10563905666,3770.51577946264,9,15.6938469024446,1118.12363271072,3849.16206715708
67,15,1776,158,1,0,7,7.13,1,0,56.4,56.4,-53.9,-46.32,44,359,0.0699,-5.2423,-0.4437,-4.9211,0.3929,-107.12,0.34,82,0,0.4069,1,-0.798,"Desert Hot Springs",267,12149,34.5981,-116.2645,14.8,16.2,33.962,-116.509,0.076543,0.14986,"S192",359,0.34,33.962,-116.509,1100.18159323679,3776.98371512629,7,1.41227143299073,1118.12363271072,3849.16206715708
67,16,1777,158,1,0,7,7.13,1,0,106.17,106.17,-105.16,17.6,44,526.24,0.0315,-4.7522,-0.0967,-5.5822,0.3929,-82.1,0.32,82,0,0.2172,1,-0.1738,"Devore - Devore Water Company",1232,5265,34.5981,-116.2645,14.8,16.2,34.235,-117.407,0.043179,0.077571,"S514",526.222856770544,0.32,34.235,-117.407,1015.37695451982,3802.39139796235,9,3.88789026444082,1118.12363271072,3849.16206715708
