"i","j","recID","eqid","region","SOF","magBin","mag","rake","ZTOR","Rrup","RJB","RX","RY","FLen","VS30","rockPGA","lnY","intra.Resid","Median","eventTerm","srcSiteA","z1","dip","Z1_1D","Z1_Ref","iregion.i.","epsilon_within","Station.Name","Station.Sequence.Number","Station.ID..No.","Hypocenter.Latitude..deg.","Hypocenter.Longitude..deg.","Hypocenter.Depth..km.","Fault.Rupture.Width..km.","Station.Latitude","Station.Longitude","PGA..g.","T0.200S","STATID","VS30_gmean","Z1_mean","Lat_stat","Lon_stat","X_stat","Y_stat","Basin_ID","D_basin","X_eq","Y_eq"
2,1,51,30,1,1,7,6.61,83,0,55.2,55.2,-54.51,-20.18,20,280.56,0.0374,-3.8922,-0.8383,-4.1065,0.1849,-99.03,0.32,45,0,0.4649,1,-1.4125,"2516 Via Tejon PV",3,411,34.44,-118.41,13,27.4,33.801,-118.387,0.031274,0.090758,"S5",280.56,0.32,33.801,-118.387,927.168415498866,3749.67041310359,9,2.93540553323861,921.842258158971,3820.51223903168
2,7,68,30,1,1,7,6.61,83,0,22.77,22.77,-22.3,-14.84,20,316.46,0.0974,-2.5657,0.3118,-3.4081,0.1849,-101.66,0.32,45,0,0.4421,1,0.5254,"LA - Hollywood Stor FF",326,24303,34.44,-118.41,13,27.4,34.09,-118.339,0.21729,0.55754,"S11",316.46,0.32,34.09,-118.339,930.156315689499,3781.95476635018,1,0.942811477833974,921.842258158971,3820.51223903168
2,12,77,30,1,1,7,6.61,83,0,1.81,0,2.56,-4.94,20,2016.13,0.5422,-1.861,0.9594,-2.7629,0.1849,90,0,45,0,0.0001,1,1.6167,"Pacoima Dam (upper left abut)",88,279,34.44,-118.41,13,27.4,34.334,-118.396,1.2217,2.0558,"S16",2016.13,-999,34.334,-118.396,923.665137051258,3808.80315542428,9,3.56777023868403,921.842258158971,3820.51223903168
2,15,82,30,1,1,7,6.61,83,0,68.84,68.84,-36.79,63.12,20,248.98,0.0282,-3.4106,-0.7799,-4.0712,0.1849,-32.3,0.52,45,0,0.4797,1,-1.3141,"Port Hueneme",85,272,34.44,-118.41,13,27.4,34.145,-119.206,0.026619,0.058143,"S19",248.98,0.52,34.145,-119.206,849.866512200171,3784.74097080256,2,0.954760089028969,921.842258158971,3820.51223903168
2,16,83,30,1,1,7,6.61,83,0,52.64,52.64,-9.37,-61.47,20,421.44,0.0396,-4.7038,-0.0802,-4.3591,0.1849,-169.74,0.32,45,0,0.3411,1,-0.1351,"Puddingstone Dam (Abutment)",87,278,34.44,-118.41,13,27.4,34.091,-117.808,0.059764,0.20898,"S20",421.44,0.32,34.091,-117.808,979.203362753127,3784.43575324459,9,1.33002969158871,921.842258158971,3820.51223903168
2,17,85,30,1,1,7,6.61,83,0,108.01,108.01,-70.57,-93.92,20,459.37,0.0146,-4.6723,0.4801,-5.1155,0.1849,-139.2,-999,45,0,0.2962,1,0.809,"San Juan Capistrano",104,465,34.44,-118.41,13,27.4,33.4894,-117.671,0.038196,0.10209,"S21",459.37,-999,33.489,-117.671,995.329808276681,3718.2319860778,9,21.7493532560838,921.842258158971,3820.51223903168
2,21,93,30,1,1,7,6.61,83,0,39.45,39.45,-22.94,-42.34,20,298.68,0.0553,-3.4475,0.0926,-3.7906,0.1849,-144.43,0.4,45,0,0.4542,1,0.156,"Whittier Narrows Dam",96,289,34.44,-118.41,13,27.4,34.02,-118.053,0.1122,0.34967,"S25",298.68,0.4,34.02,-118.053,956.951345678403,3775.4268605099,9,0.408876109750224,921.842258158971,3820.51223903168
2,22,94,30,1,1,7,6.61,83,0,62.23,61.64,23.83,-67.84,20,486,0.0554,-5.1162,-0.5669,-4.4535,0.1849,158,-999,45,0,0.2642,1,-0.9553,"Wrightwood - 6074 Park Dr",99,290,34.44,-118.41,13,27.4,34.36,-117.63,0.048565,0.14941,"S26",486,-999,34.36,-117.63,994.070226559392,3815.16352743136,9,21.9540221622914,921.842258158971,3820.51223903168
11,2,159,50,1,0,7,6.53,0,0,0.65,0,0.66,-15.51,50,242.05,0.275,-2.421,-0.6768,-1.4219,-0.1072,90,1.32,80,0,0.4824,1,-1.1259,"Agrarias",245,6618,32.644,-115.307,9.96,13,32.621,-115.301,0.23865,0.29349,"S49",242.05,1.32,32.621,-115.301,1223.18302292983,3635.56177303597,8,23.8288160267673,1222.43157347582,3638.07989677778
11,3,160,50,1,0,7,6.53,0,0,2.66,0.44,2.7,-7.01,50,223.03,0.2498,-2.4794,0.4804,-1.4429,-0.1072,90,1.4,80,0,0.4887,1,0.7992,"Bonds Corner",210,5054,32.644,-115.307,9.96,13,32.6931,-115.3382,0.68661,1.8796,"S50",223.03,1.4,32.693,-115.338,1219.11721059549,3643.31986985077,8,27.2634867129375,1222.43157347582,3638.07989677778
11,4,161,50,1,0,7,6.53,0,0,10.42,8.54,9.64,29.3,50,208.71,0.1081,-2.1265,-0.3284,-2.0885,-0.1072,66,1.5,80,0,0.4926,1,-0.5463,"Brawley Airport",216,5060,32.644,-115.307,9.96,13,32.991,-115.513,0.17591,0.43507,"S51",208.71,1.5,32.991,-115.513,1200.29012549851,3675.2893360384,8,29.0616401576757,1222.43157347582,3638.07989677778
11,5,162,50,1,0,7,6.53,0,0,10.45,10.45,-10.45,-0.36,50,231.23,0.1079,-2.9278,-0.0185,-2.2299,-0.1072,-90,1.28,80,0,0.4862,1,-0.0307,"Calexico Fire Station",209,5053,32.644,-115.307,9.96,13,32.6695,-115.493,0.23764,0.50843,"S52",231.23,1.28,32.67,-115.493,1204.71666843991,3639.7121963247,8,16.7153830149913,1222.43157347582,3638.07989677778
11,6,163,50,1,0,7,6.53,0,0,24.6,23.17,18.52,41.5,50,205.78,0.0498,-2.976,-0.2625,-2.7916,-0.1072,48,1.46,80,0,0.4933,1,-0.4367,"Calipatria Fire Station",217,5061,32.644,-115.307,9.96,13,33.1266,-115.516,0.097772,0.29346,"S53",205.78,1.46,33.127,-115.516,1198.92461157595,3690.39859912134,8,21.3356945849613,1222.43157347582,3638.07989677778
11,9,166,50,1,0,7,6.53,0,0,50.1,49.1,28.71,66.36,50,336.49,0.0228,-3.8616,0.8304,-4.2195,-0.1072,35,0.42,80,0,0.4266,1,1.3814,"Coachella Canal #4",219,5066,32.644,-115.307,9.96,13,33.36,-115.59,0.12238,0.18966,"S56",336.49,0.42,33.36,-115.59,1190.15025103134,3715.82171453897,8,2.14596005116254,1222.43157347582,3638.07989677778
11,10,167,50,1,0,7,6.53,0,0,15.3,13.52,13.78,-32.06,50,259.86,0.0781,-3.8419,-0.205,-2.6737,-0.1072,117,1.12,80,0,0.4751,1,-0.341,"Compuertas",248,6622,32.644,-115.307,9.96,13,32.573,-115.083,0.15012,0.35472,"S57",259.86,1.12,32.573,-115.083,1244.11439199633,3631.73722796696,8,33.1436190110001,1222.43157347582,3638.07989677778
11,12,170,50,1,0,7,6.53,0,0,7.31,7.31,-7.31,14.49,50,192.05,0.1403,-1.657,-0.273,-1.7121,-0.1072,-90,1.4,80,0,0.4962,1,-0.4541,"EC County Center FF",151,1136,32.644,-115.307,9.96,13,32.793,-115.562,0.22388,0.5115,"S59",192.05,1.4,32.793,-115.562,1197.25809298951,3652.93559176492,8,19.5243794852744,1222.43157347582,3638.07989677778
11,13,171,50,1,0,7,6.53,0,0,0.07,0.07,-0.07,6.23,50,264.57,0.2561,-1.0875,-0.4054,-1.519,-0.1072,-90,1.32,80,0,0.473,1,-0.6744,"El Centro - Meloland Geot. Array",160,1336,32.644,-115.307,9.96,13,32.773,-115.447,0.3125,0.46171,"S60",235.339448608653,1.32,32.773,-115.447,1208.22392787201,3651.48055758119,8,25.7276066999583,1222.43157347582,3638.07989677778
11,14,172,50,1,0,7,6.53,0,0,21.68,19.76,22.01,15.63,50,237.33,0.0564,-3.3292,0.0453,-2.8494,-0.1072,90,1.28,80,0,0.4841,1,0.0753,"El Centro Array #1",212,5056,32.644,-115.307,9.96,13,32.96,-115.319,0.14458,0.26909,"S61",237.33,1.28,32.96,-115.319,1218.73272112993,3673.15883006397,8,21.4237347471958,1222.43157347582,3638.07989677778
11,15,173,50,1,0,7,6.53,0,0,8.6,8.6,-8.6,13.74,50,202.85,0.1252,-1.7792,-0.2333,-1.9392,-0.1072,-90,1.42,80,0,0.4939,1,-0.3881,"El Centro Array #10",103,412,32.644,-115.307,9.96,13,32.7806,-115.5681,0.19857,0.49864,"S62",202.85,1.42,32.781,-115.568,1196.7886319513,3651.56082092997,8,18.0964902666491,1222.43157347582,3638.07989677778
11,16,174,50,1,0,7,6.53,0,0,12.56,12.56,-12.56,12.71,50,196.25,0.0928,-2.0152,0.5371,-2.1184,-0.1072,-90,1.42,80,0,0.4954,1,0.8935,"El Centro Array #11",214,5058,32.644,-115.307,9.96,13,32.7517,-115.5952,0.37492,1.0946,"S63",196.25,1.42,32.752,-115.595,1194.47831586902,3648.15595341538,8,13.9966464427343,1222.43157347582,3638.07989677778
11,17,175,50,1,0,7,6.53,0,0,17.94,17.94,-17.94,12.08,50,196.88,0.0676,-2.6507,-0.1876,-2.4737,-0.1072,-90,1.2,80,0,0.4952,1,-0.312,"El Centro Array #12",115,931,32.644,-115.307,9.96,13,32.718,-115.637,0.14074,0.3978,"S64",196.88,1.2,32.718,-115.637,1190.79459994939,3644.09708211329,8,8.75191786397271,1222.43157347582,3638.07989677778
11,18,176,50,1,0,7,6.53,0,0,21.98,21.98,-21.98,13.89,50,249.92,0.0557,-2.982,-0.1442,-2.6902,-0.1072,-90,2.72,80,0,0.4794,1,-0.2399,"El Centro Array #13",215,5059,32.644,-115.307,9.96,13,32.709,-115.683,0.11768,0.40205,"S65",249.92,2.72,32.709,-115.683,1186.53856088731,3642.79481371071,8,5.85618596313547,1222.43157347582,3638.07989677778
11,19,178,50,1,0,7,6.53,0,0,12.85,10.79,13.04,13.2,50,162.94,0.091,-1.9107,0.2165,-1.9209,-0.1072,90,1.6,80,0,0.5007,1,0.3601,"El Centro Array #3",213,5057,32.644,-115.307,9.96,13,32.894,-115.38,0.26473,0.73037,"S66",162.94,1.6,32.894,-115.38,1213.54501199442,3665.39740821947,8,30.3840952700863,1222.43157347582,3638.07989677778
11,20,179,50,1,0,7,6.53,0,0,7.05,4.9,7.15,13.46,50,208.91,0.1437,-1.3895,0.244,-1.8002,-0.1072,90,1.6,80,0,0.4925,1,0.4059,"El Centro Array #4",119,955,32.644,-115.307,9.96,13,32.864,-115.432,0.38078,0.80262,"S67",208.91,1.6,32.864,-115.432,1208.90474885361,3661.70627965863,8,33.3774252176079,1222.43157347582,3638.07989677778
11,21,180,50,1,0,7,6.53,0,0,3.95,1.76,4.01,14.58,50,205.63,0.212,-1.0104,0.0685,-1.4629,-0.1072,90,1.6,80,0,0.4933,1,0.114,"El Centro Array #5",118,952,32.644,-115.307,9.96,13,32.855,-115.466,0.41145,0.96326,"S68",205.63,1.6,32.855,-115.466,1205.78420245017,3660.47535025058,8,30.49293710078,1222.43157347582,3638.07989677778
11,22,181,50,1,0,7,6.53,0,0,1.35,0,1.37,14.34,50,203.22,0.2755,-0.8753,0.5139,-1.2323,-0.1072,90,1.56,80,0,0.4939,1,0.8549,"El Centro Array #6",230,5158,32.644,-115.307,9.96,13,32.839,-115.487,0.44817,0.68309,"S69",203.22,1.56,32.839,-115.487,1203.93960951295,3658.55403408515,8,27.8553143624154,1222.43157347582,3638.07989677778
11,23,182,50,1,0,7,6.53,0,0,0.56,0.56,-0.56,14.42,50,210.51,0.2536,-1.1281,0.0001,-1.2798,-0.1072,-90,1.52,80,0,0.4921,1,0.0002,"El Centro Array #7",200,5028,32.644,-115.307,9.96,13,32.829,-115.504,0.43676,0.63151,"S70",210.51,1.52,32.829,-115.504,1202.42239444714,3657.32747756032,8,25.9812125975055,1222.43157347582,3638.07989677778
11,24,183,50,1,0,7,6.53,0,0,3.86,3.86,-3.86,14.4,50,206.08,0.1971,-1.7557,0.3837,-1.5139,-0.1072,-90,1.44,80,0,0.4932,1,0.6383,"El Centro Array #8",120,958,32.644,-115.307,9.96,13,32.811,-115.532,0.52691,0.99314,"S71",206.08,1.44,32.811,-115.532,1199.93474785532,3655.13777250615,8,22.7849217056112,1222.43157347582,3638.07989677778
11,25,184,50,1,0,7,6.53,0,0,5.09,5.09,-5.09,13.24,50,202.26,0.174,-1.7509,0.2598,-1.621,-0.1072,-90,1.42,80,0,0.4941,1,0.4322,"El Centro Differential Array",232,5165,32.644,-115.307,9.96,13,32.796,-115.535,0.43726,0.96885,"S72",202.26,1.42,32.796,-115.535,1199.77137964838,3653.44905525418,8,21.2833375846538,1222.43157347582,3638.07989677778
11,26,185,50,1,0,7,6.53,0,0,7.5,5.35,7.61,5.78,50,202.89,0.1379,-1.68,-0.207,-1.8314,-0.1072,90,1.5,80,0,0.4939,1,-0.3443,"Holtville Post Office",211,5055,32.644,-115.307,9.96,13,32.8114,-115.3786,0.2378,0.70434,"S73",202.89,1.5,32.811,-115.379,1214.3092217288,3656.16944233716,8,33.4097626110356,1222.43157347582,3638.07989677778
11,27,186,50,1,0,7,6.53,0,0,36.92,35.64,26.37,51.25,50,212,0.0325,-3.2075,-0.0122,-3.3938,-0.1072,45,0.7,80,0,0.4917,1,-0.0203,"Niland Fire Station",263,11023,32.644,-115.307,9.96,13,33.239,-115.512,0.087609,0.26251,"S74",212,0.7,33.239,-115.512,1198.40266380686,3702.88485086288,8,11.2719870528651,1222.43157347582,3638.07989677778
11,28,187,50,1,0,7,6.53,0,0,12.69,12.69,-8.52,34.4,50,348.69,0.092,-2.7457,-0.14,-2.741,-0.1072,-42.16,1.44,80,0,0.4162,1,-0.233,"Parachute Test Site",207,5051,32.644,-115.307,9.96,13,32.929,-115.701,0.16742,0.39105,"S75",348.69,1.44,32.929,-115.701,1183.14699838054,3667.14799203843,8,23.961836993907,1222.43157347582,3638.07989677778
11,29,188,50,1,0,7,6.53,0,0,30.33,30.33,-29.71,31.09,50,316.64,0.0402,-4.2746,-0.5902,-3.5993,-0.1072,-78.42,0.66,80,0,0.442,1,-0.9818,"Plaster City",208,5052,32.644,-115.307,9.96,13,32.79,-115.86,0.050964,0.19414,"S76",316.64,0.66,32.79,-115.86,1169.28425257869,3650.6623653101,8,8.54956925774128,1222.43157347582,3638.07989677778
11,30,190,50,1,0,7,6.53,0,0,24.61,24.61,-15.98,43.72,50,362.38,0.0498,-4.1592,0.4167,-3.3721,-0.1072,-40.5,1.2,80,0,0.4037,1,0.6932,"Superstition Mtn Camera",94,286,32.644,-115.307,9.96,13,32.955,-115.825,0.16371,0.44748,"S77",362.38,1.2,32.955,-115.825,1171.31822634773,3669.23669116938,8,11.9506899539235,1222.43157347582,3638.07989677778
11,32,192,50,1,0,7,6.53,0,0,15.25,14.75,4.55,39.58,50,193.67,0.0784,-2.5865,-0.8513,-2.2432,-0.1072,17,1.5,80,0,0.4959,1,-1.4162,"Westmorland Fire Sta",264,11369,32.644,-115.307,9.96,13,33.037,-115.623,0.08244,0.1539,"S79",193.67,1.5,33.037,-115.623,1189.61704946035,3679.67365859876,8,28.051285630522,1222.43157347582,3638.07989677778
28,2,315,73,1,0,6,5.9,0,2,15.29,15.16,-9.5,16.81,10,212,0.0713,-4.5155,-0.122,-3.5202,0.0974,-38.79,0.7,90,0,0.4917,1,-0.1844,"Niland Fire Station",263,11023,33.1,-115.62,2.3,7,33.239,-115.512,0.14223,0.4208,"S74",212,0.7,33.239,-115.512,1198.40266380686,3702.88485086288,8,11.2719870528651,1189.40283802175,3686.70129665616
28,3,316,73,1,0,6,5.9,0,2,16.66,16.54,13.79,-14.15,10,348.69,0.0651,-1.8885,0.3364,-3.8725,0.0974,124,1.44,90,0,0.4162,1,0.5085,"Parachute Test Site",207,5051,33.1,-115.62,2.3,7,32.929,-115.701,0.19166,0.57162,"S75",348.69,1.44,32.929,-115.701,1183.14699838054,3667.14799203843,8,23.961836993907,1189.40283802175,3686.70129665616
28,4,317,73,1,0,6,5.9,0,2,7.83,7.57,-7.57,5.11,10,191.14,0.1347,-3.4977,-0.3008,-2.8074,0.0974,-89.2,0.68,90,0,0.4964,1,-0.4547,"Salton Sea Wildlife Refuge",218,5062,33.1,-115.62,2.3,7,33.1774,-115.616,0.19634,0.54275,"S112",191.112306800659,0.68,33.177,-115.616,1189.17051730094,3695.29284182443,8,19.6217096387128,1189.40283802175,3686.70129665616
28,5,318,73,1,0,6,5.9,0,2,19.37,19.26,6.1,-23.27,10,362.38,0.0552,-4.301,-0.2213,-4.0988,0.0974,162,1.2,90,0,0.4037,1,-0.3346,"Superstition Mtn Camera",94,286,33.1,-115.62,2.3,7,32.955,-115.825,0.090276,0.23043,"S77",362.38,1.2,32.955,-115.825,1171.31822634773,3669.23669116938,8,11.9506899539235,1189.40283802175,3686.70129665616
28,6,319,73,1,0,6,5.9,0,2,6.5,6.18,6.18,-2.33,10,193.67,0.1559,-2.5719,0.3302,-2.3968,0.0974,90,1.5,90,0,0.4959,1,0.4992,"Westmorland Fire Sta",264,11369,33.1,-115.62,2.3,7,33.037,-115.623,0.41416,0.93744,"S79",193.67,1.5,33.037,-115.623,1189.61704946035,3679.67365859876,8,28.051285630522,1189.40283802175,3686.70129665616
38,2,512,101,1,1,6,6.06,30,4,52.06,51.91,-51.63,-15.42,20,530.89,0.0335,-5.4746,0.5961,-5.4738,0.4031,-95.99,-999,46,0,0.2119,1,0.9225,"Anza - Tule Canyon",236,5231,34,-116.6117,11,13.3,33.4593,-116.644,0.094118,0.13815,"S188",530.89,-999,33.459,-116.644,1091.13552185153,3720.2959856179,9,35.0218051672186,1090.40633804945,3780.6072148706
38,4,514,101,1,1,6,6.06,30,4,7.92,6.84,-6.6,11.78,20,376.91,0.2558,-3.7617,-0.589,-3.337,0.4031,-74.88,-999,46,0,0.3895,1,-0.9115,"Cabazon",225,5073,34,-116.6117,11,13.3,33.9176,-116.7833,0.2078,0.78873,"S189",376.91,-999,33.918,-116.783,1075.10563905666,3770.51577946264,9,15.6938469024446,1090.40633804945,3780.6072148706
38,12,522,101,1,1,6,6.06,30,4,35.57,35.34,-9.31,-44.09,20,307.54,0.0546,-3.6359,-0.1343,-4.2528,0.4031,-164.73,1.52,46,0,0.4484,1,-0.2079,"Indio",220,5067,34,-116.6117,11,13.3,33.747,-116.214,0.09113,0.24721,"S196",307.54,1.52,33.747,-116.214,1129.08991896545,3754.85843895187,7,0.815089590564061,1090.40633804945,3780.6072148706
38,13,523,101,1,1,6,6.06,30,4,41.93,41.74,-10.88,-50.3,20,339.02,0.0445,-3.9859,-0.4512,-4.5707,0.4031,-164.89,1.16,46,0,0.4245,1,-0.6983,"Indio - Coachella Canal",266,12026,34,-116.6117,11,13.3,33.717,-116.155,0.052853,0.10479,"S197",339.02,1.16,33.717,-116.155,1134.79174061941,3751.88693567321,9,0.667664221205795,1090.40633804945,3780.6072148706
38,17,527,101,1,1,6,6.06,30,4,12.03,3.62,12.86,-2.07,20,396.41,0.2393,-2.2079,-0.5215,-4.2685,0.4031,90,0.02,46,0,0.3691,1,-0.8071,"Morongo Valley Fire Station",223,5071,34,-116.6117,11,13.3,34.0486,-116.5782,0.21618,0.45777,"S201",396.406923050054,0.02,34.049,-116.578,1093.18277864536,3786.2489021266,9,5.56130304316732,1090.40633804945,3780.6072148706
38,19,529,101,1,1,6,6.06,30,4,4.04,0,0.56,-9.23,20,344.67,0.446,-2.6435,0.1247,-2.6245,0.4031,90,0.84,46,0,0.4197,1,0.1929,"North Palm Springs",222,5070,34,-116.6117,11,13.3,33.924,-116.543,0.68434,1.4345,"S203",344.67,0.84,33.924,-116.543,1097.29970502179,3772.56065467107,7,4.57653378613388,1090.40633804945,3780.6072148706
38,20,530,101,1,1,6,6.06,30,4,10.84,10.08,-8.71,-15.07,20,312.47,0.1954,-3.5377,-0.5267,-3.455,0.4031,-120.19,0.38,46,0,0.445,1,-0.8151,"Palm Springs Airport",265,12025,34,-116.6117,11,13.3,33.829,-116.512,0.17439,0.39428,"S204",312.47,0.38,33.829,-116.512,1100.84131398629,3762.18363909344,7,3.10524398424876,1090.40633804945,3780.6072148706
38,24,534,101,1,1,6,6.06,30,4,23.31,22.96,-22.04,16.44,20,447.22,0.0895,-4.7041,0.5086,-4.4796,0.4031,-73.72,-999,46,0,0.3108,1,0.787,"San Jacinto - Soboba",270,12204,34,-116.6117,11,13.3,33.797,-116.88,0.23722,0.86974,"S208",447.22,-999,33.797,-116.88,1066.92279718386,3756.52873183446,9,26.5134036129374,1090.40633804945,3780.6072148706
38,29,539,101,1,1,6,6.06,30,4,64.8,64.68,-61.3,30.63,20,416.15,0.0246,-4.1853,0.8663,-5.4789,0.4031,-71.4,-999,46,0,0.3472,1,1.3406,"Temecula - 6th & Mercedes",277,13172,34,-116.6117,11,13.3,33.496,-117.149,0.10277,0.29821,"S213",416.168749296048,-999,33.496,-117.149,1043.86895914131,3721.63349686578,9,51.6609415987768,1090.40633804945,3780.6072148706
38,30,540,101,1,1,6,6.06,30,4,6.04,0,4.53,2.89,20,425.02,0.422,-3.239,0.0663,-3.4455,0.4031,90,0.1,46,0,0.337,1,0.1026,"Whitewater Trout Farm",224,5072,34,-116.6117,11,13.3,33.99,-116.656,0.59665,1.5367,"S214",425.01749994853,0.1,33.99,-116.656,1086.37491239148,3779.24003977043,9,4.15050106227951,1090.40633804945,3780.6072148706
42,2,590,113,1,1,6,5.99,30,14.5,19.52,8.72,13.92,3.84,10,375.16,0.1026,-4.5829,0.2616,-4.2124,-0.1744,90,0.32,30,0,0.3912,1,0.4007,"Altadena - Eaton Canyon",339,24402,34.0493,-118.081,14.6,6,34.177,-118.096,0.22712,0.57575,"S225",375.16,0.32,34.177,-118.096,952.137281552686,3792.6671296679,4,0.318539074852186,954.205896173244,3778.55509276384
42,4,592,113,1,1,6,5.99,30,14.5,17.42,4.53,9.73,-2.51,10,367.53,0.116,-3.9172,0.3426,-4.085,-0.1744,90,0.32,30,0,0.3988,1,0.5247,"Arcadia - Campus Dr",585,90093,34.0493,-118.081,14.6,6,34.13,-118.036,0.27958,0.65086,"S227",367.53,0.32,34.13,-118.036,957.928718896948,3787.71697978137,4,2.48413362174935,954.205896173244,3778.55509276384
42,6,594,113,1,1,6,5.99,30,14.5,16.72,4.34,7.44,-8.72,10,544.68,0.1211,-4.1893,-0.5156,-4.2763,-0.1744,117,0.38,30,0,0.1968,1,-0.7897,"Baldwin Park - N Holly",563,90069,34.0493,-118.081,14.6,6,34.1,-117.974,0.11061,0.23914,"S229",544.68,0.38,34.1,-117.974,963.81795723836,3784.6665483875,4,4.59659025913156,954.205896173244,3778.55509276384
42,7,595,113,1,1,6,5.99,30,14.5,17.79,10.31,-10.3,5.38,10,267.13,0.1134,-3.639,0.1319,-3.6056,-0.1744,-87.88,0.78,30,0,0.4718,1,0.202,"Bell Gardens - Jaboneria",586,90094,34.0493,-118.081,14.6,6,33.965,-118.158,0.23156,0.45892,"S230",267.13,0.78,33.965,-118.158,947.532999583355,3768.85525906458,1,6.21679985688093,954.205896173244,3778.55509276384
42,9,597,113,1,1,6,5.99,30,14.5,32.7,29.09,3.56,34.09,10,355.81,0.0566,-5.4362,0.1074,-4.9764,-0.1744,7,0.1,30,0,0.4098,1,0.1645,"Beverly Hills - 14145 Mulhol",522,90013,34.0493,-118.081,14.6,6,34.132,-118.439,0.11469,0.20511,"S232",355.81,0.1,34.132,-118.439,920.711520873364,3786.199708954,9,1.53407792784769,954.205896173244,3778.55509276384
42,11,599,113,1,1,6,5.99,30,14.5,23.42,18.39,-11.46,-19.39,10,322.75,0.0838,-4.4013,-0.3468,-4.1617,-0.1744,-141.46,0.52,30,0,0.4375,1,-0.5312,"Brea - S Flower Av",580,90087,34.0493,-118.081,14.6,6,33.916,-117.896,0.10786,0.27487,"S234",322.75,0.52,33.916,-117.896,972.043875215493,3764.59252178888,1,1.02351914686886,954.205896173244,3778.55509276384
42,12,600,113,1,1,6,5.99,30,14.5,23.99,19.11,-14.81,-17.07,10,437.5,0.0815,-4.3103,0.6433,-4.374,-0.1744,-129.19,0.58,30,0,0.3223,1,0.9852,"Brea Dam (Downstream)",116,951,34.0493,-118.081,14.6,6,33.89,-117.927,0.25849,0.88012,"S235",437.5,0.58,33.89,-117.927,969.316949091675,3761.56285023022,1,4.83683995041058,954.205896173244,3778.55509276384
42,13,601,113,1,1,6,5.99,30,14.5,24,19.12,-14.75,-17.18,10,437.5,0.0815,-4.3467,-0.0317,-4.3745,-0.1744,-129.54,0.58,30,0,0.3223,1,-0.0486,"Brea Dam (L Abut)",117,951,34.0493,-118.081,14.6,6,33.8904,-117.9258,0.13109,0.48456,"S236",437.5,0.58,33.89,-117.926,969.409553701928,3761.56743469594,1,4.7957967841508,954.205896173244,3778.55509276384
42,19,607,113,1,1,6,5.99,30,14.5,33.19,29.85,-28.86,12.64,10,305.14,0.0556,-4.6609,-0.7972,-4.5281,-0.1744,-75.17,0.42,30,0,0.45,1,-1.2211,"Carson - Catskill Ave",538,90040,34.0493,-118.081,14.6,6,33.812,-118.27,0.047487,0.094651,"S241",305.14,0.42,33.812,-118.27,937.955824420258,3751.384571162,1,4.10084191001566,954.205896173244,3778.55509276384
42,20,608,113,1,1,6,5.99,30,14.5,30.03,26.3,-25.75,10.37,10,160.58,0.0627,-4.4099,-0.1814,-3.7836,-0.1744,-78.23,0.52,30,0,0.501,1,-0.2778,"Carson - Water St",574,90081,34.0493,-118.081,14.6,6,33.836,-118.24,0.11267,0.23005,"S242",160.58,0.52,33.836,-118.24,940.612488886356,3754.1775010889,1,7.92157665882667,954.205896173244,3778.55509276384
42,24,612,113,1,1,6,5.99,30,14.5,20.91,13.58,6.69,-18.49,10,346.62,0.0951,-4.6271,-0.9134,-4.2223,-0.1744,154,0.32,30,0,0.418,1,-1.399,"Covina - S Grand Ave",562,90068,34.0493,-118.081,14.6,6,34.078,-117.871,0.066502,0.13271,"S245",346.62,0.32,34.078,-117.871,973.455465068024,3782.69751252934,9,0.79784079079417,954.205896173244,3778.55509276384
42,25,613,113,1,1,6,5.99,30,14.5,18.59,9.49,6.97,-14.33,10,324.79,0.1082,-4.646,-0.6173,-4.0534,-0.1744,143,0.32,30,0,0.4359,1,-0.9454,"Covina - W Badillo",564,90070,34.0493,-118.081,14.6,6,34.087,-117.915,0.1036,0.26654,"S246",324.79,0.32,34.087,-117.915,969.340006351637,3783.49330191198,4,3.22440894948384,954.205896173244,3778.55509276384
42,26,614,113,1,1,6,5.99,30,14.5,20.79,14.9,-14.9,2.61,10,245.06,0.0957,-3.4918,0.5619,-3.6631,-0.1744,-90,0.84,30,0,0.4813,1,0.8606,"Downey - Birchdale",572,90079,34.0493,-118.081,14.6,6,33.92,-118.137,0.31881,0.67492,"S247",245.06,0.84,33.92,-118.137,949.71308395691,3763.95113274995,1,10.4896395129194,954.205896173244,3778.55509276384
42,27,615,113,1,1,6,5.99,30,14.5,20.82,14.95,-14.94,5.41,10,271.9,0.0956,-3.7844,0.0219,-3.7428,-0.1744,-88.42,0.88,30,0,0.4694,1,0.0336,"Downey - Co Maint Bldg",288,14368,34.0493,-118.081,14.6,6,33.924,-118.167,0.18366,0.38582,"S248",271.9,0.88,33.924,-118.167,946.915331129906,3764.26380822066,1,10.603517941671,954.205896173244,3778.55509276384
42,28,616,113,1,1,6,5.99,30,14.5,15.67,0.75,5.95,-4.77,10,290.63,0.1296,-3.537,-0.0706,-3.7591,-0.1744,90,0.38,30,0,0.4592,1,-0.1082,"El Monte - Fairview Av",560,90066,34.0493,-118.081,14.6,6,34.093,-118.019,0.2121,0.52755,"S249",290.63,0.38,34.093,-118.019,959.699243525594,3783.68526173323,4,6.43382152094224,954.205896173244,3778.55509276384
