"V1","V2","V3","basin_id","D_basin"
875.630149400449,3604.13862461228,0,9,148.83829450014966
1263.74003337442,3604.13862461228,0,8,35.11522493399459
1336.38235954165,3676.78095077951,0,9,39.39899000144333
1336.38235954165,3839.77628837615,0,9,176.01763290877764
1324.66663078911,3851.49201712869,0,9,179.5851990684244
799.171597122075,3851.49201712869,0,9,66.92895407986762
769.410396130147,3821.73081613676,0,9,74.95920961015362
769.410396130147,3710.35837788258,0,9,108.30241525033595
1061.91911395559,3851.49201712869,0,9,64.47990837086671
1069.68509138744,3604.13862461228,0,9,97.55297698584792
930.545355538834,3851.49201712869,0,9,45.64201206199529
1193.29287237235,3851.49201712869,0,9,114.50041766924048
1166.71256238093,3604.13862461228,0,9,31.611605033529255
822.520272765298,3657.24850124743,0,9,126.84603260767452
996.232234747214,3851.49201712869,0,9,56.342819318996675
1300.06119645804,3640.45978769589,0,8,7.642801442438131
1336.38235954165,3758.27861957783,0,9,106.14522772063137
864.858476330454,3851.49201712869,0,9,46.83085926479198
1127.60599316397,3851.49201712869,0,9,77.66154348178885
972.657620393943,3604.13862461228,0,9,124.68718949039848
1215.22629787768,3604.13862461228,0,9,4.496268168058586
769.410396130147,3766.04459700967,0,9,78.77479892413866
1029.0756743514,3851.49201712869,0,9,52.43902841916645
1118.19882688418,3604.13862461228,0,9,56.36191039291711
1021.17135589069,3604.13862461228,0,9,133.0844731760506
795.965334447722,3683.80343956501,0,9,113.11795240440763
963.388795143024,3851.49201712869,0,9,57.930540615400766
1258.97975158073,3851.49201712869,0,9,145.6222497684318
897.701915934644,3851.49201712869,0,9,48.5841652938916
1336.38235954165,3799.02745397699,0,9,140.76040715500403
1094.76255355978,3851.49201712869,0,9,70.73258046089904
924.143884897196,3604.13862461228,0,9,133.9539284404786
1291.82319118492,3851.49201712869,0,9,160.89096092211238
832.015036726264,3851.49201712869,0,9,51.75817460938082
979.810514945119,3851.49201712869,0,9,60.836088270440456
784.290996626111,3836.61141663273,0,9,67.8698715009936
848.436756528359,3851.49201712869,0,9,46.553545427799264
1045.42822363906,3604.13862461228,0,9,120.14457094916642
1336.38235954165,3717.52978517867,0,9,71.64099141156522
1160.44943276816,3851.49201712869,0,9,93.90708496569351
1190.9694301293,3604.13862461228,0,9,20.1423429626903
1239.48316562605,3604.13862461228,0,8,15.338271850428061
1318.22177799984,3658.6203692377,0,9,13.859221576848908
849.075211082874,3630.69356292986,0,9,140.37859430067354
769.410396130147,3738.20148744613,0,9,91.51985783058782
1226.13631197654,3851.49201712869,0,9,131.20186275074417
769.410396130147,3793.88770657322,0,9,71.67276087636124
1281.90061491623,3622.29920615409,0,8,27.313427777916843
1093.94195913581,3604.13862461228,0,9,75.99499967083071
948.400752645569,3604.13862461228,0,9,127.10971422697654
996.914488142316,3604.13862461228,0,9,126.68770422215283
899.887017148823,3604.13862461228,0,9,140.29242996796953
1142.45569463256,3604.13862461228,0,9,39.629173166088734
1336.38235954165,3737.90420237825,0,9,88.22983414313883
1336.38235954165,3697.15536797909,0,9,54.750991969696216
1336.38235954165,3819.40187117657,0,9,158.059269840156
1336.38235954165,3778.65303677741,0,9,124.39648473701678
835.797741924086,3643.97103208864,0,9,136.79186223907277
1176.87115257026,3851.49201712869,0,9,104.0105364837467
862.352680241662,3617.41609377107,0,9,143.48899854397774
782.687865288935,3697.0809087238,0,9,109.21973877687009
809.24280360651,3670.52597040622,0,9,118.80349601815509
1045.4973941535,3851.49201712869,0,9,57.798241854759624
769.410396130147,3752.1230422279,0,9,84.69990571292016
1012.65395454931,3851.49201712869,0,9,51.90832206442567
1209.71459217445,3851.49201712869,0,9,124.04718084171891
1144.02771296607,3851.49201712869,0,9,84.77943458040077
1078.34083375769,3851.49201712869,0,9,71.84412905213081
815.59331692417,3851.49201712869,0,9,58.12920506445294
1111.18427336188,3851.49201712869,0,9,72.73488723949266
1308.24491098702,3851.49201712869,0,9,169.7017962020013
914.123635736739,3851.49201712869,0,9,44.4015711307957
946.967075340929,3851.49201712869,0,9,51.89413143957996
881.280196132549,3851.49201712869,0,9,52.520204965102494
1242.55803177864,3851.49201712869,0,9,138.43058248125965
1275.40147138283,3851.49201712869,0,9,152.60262204916924
1009.0429220165,3604.13862461228,0,9,129.35813384775065
1290.98090568713,3631.37949692499,0,8,17.478114610182697
960.529186519756,3604.13862461228,0,9,125.31874731538998
1309.14148722894,3649.5400784668,0,9,2.1925117252967947
1251.61159950024,3604.13862461228,0,8,27.21215640047043
769.410396130147,3779.96615179145,0,9,74.00989452361137
769.410396130147,3807.80926135499,0,9,72.00086243211037
1227.35473175186,3604.13862461228,0,8,4.187146332971112
769.410396130147,3724.27993266436,0,9,99.30006750141345
984.786054268129,3604.13862461228,0,9,125.14080000570412
1336.38235954165,3707.34257657888,0,9,63.11257218022859
1057.55665751325,3604.13862461228,0,9,108.75914543356677
912.015451023009,3604.13862461228,0,9,137.43298959617175
1336.38235954165,3686.9681593793,0,9,46.76677537977759
791.731296874093,3844.05171688071,0,9,66.57466515374294
1327.30206877075,3667.7006600086,0,9,26.594658429028446
1272.82032414533,3613.21891538318,0,8,37.148740945652
1081.81352526162,3604.13862461228,0,9,86.59568545052207
1203.09786400349,3604.13862461228,0,9,12.273617196755122
1033.29978976488,3604.13862461228,0,9,131.66275843288992
887.758583274636,3604.13862461228,0,9,144.1190584196793
936.272318771383,3604.13862461228,0,9,130.01218515781395
1178.84099625512,3604.13862461228,0,9,27.26295455109388
1130.32726075837,3604.13862461228,0,9,47.64576427590393
1106.07039301,3604.13862461228,0,9,65.92309272521891
1154.58412850674,3604.13862461228,0,9,34.06403232248565
842.43647650348,3637.33229750925,0,9,139.74661010581883
855.713945662268,3624.05482835046,0,9,141.63147823440679
1336.38235954165,3829.58907977636,0,9,166.96913103789748
776.850696378129,3829.17111638474,0,9,70.7240068570041
1336.38235954165,3809.21466257678,0,9,149.31287045451674
873.069336231502,3851.49201712869,0,9,49.07476372039862
1336.38235954165,3727.71699377846,0,9,79.71629960443013
1336.38235954165,3748.09141097804,0,9,97.06635504303044
1336.38235954165,3788.8402453772,0,9,132.4394563550798
1336.38235954165,3768.46582817762,0,9,115.40927125885985
1053.70825405455,3851.49201712869,0,9,61.134984131889524
1316.45577088806,3851.49201712869,0,9,174.52035256381978
1300.03405108597,3851.49201712869,0,9,165.1510891577724
1267.19061148178,3851.49201712869,0,9,148.9271020386682
1070.12997385664,3851.49201712869,0,9,68.53401481423408
889.491056033597,3851.49201712869,0,9,52.43928280715132
856.647616429407,3851.49201712869,0,9,45.964799198667585
789.326599868328,3690.4421741444,0,9,110.87451111098162
776.049130709541,3703.71964330319,0,9,108.35606420565824
815.881538185904,3663.88723582683,0,9,122.57172259611308
829.159007344692,3650.60976666804,0,9,131.57818659617496
802.604069027116,3677.16470498561,0,9,115.66357739957313
868.991414821056,3610.77735919167,0,9,145.90475207145832
769.410396130147,3800.8484839641,0,9,71.49896502340712
1152.23857286712,3851.49201712869,0,9,89.26323870785659
1201.5037322734,3851.49201712869,0,9,119.08654894777004
1217.9254520755,3851.49201712869,0,9,128.22493814306227
971.599655044071,3851.49201712869,0,9,60.66761096704132
769.410396130147,3745.16226483701,0,9,88.07125536030448
1250.76889167969,3851.49201712869,0,9,142.6177741919382
823.804176825217,3851.49201712869,0,9,55.05469040844045
807.382457023122,3851.49201712869,0,9,62.14359554701135
1330.52449516538,3845.63415275242,0,9,178.80846003242905
988.021374846166,3851.49201712869,0,9,58.63801426338423
1086.55169365874,3851.49201712869,0,9,71.13031798620337
1004.44309464826,3851.49201712869,0,9,53.56341717522374
1020.86481445036,3851.49201712869,0,9,51.52421353335314
955.177935241976,3851.49201712869,0,9,55.93317739742058
922.334495637787,3851.49201712869,0,9,44.36378113295519
840.225896627312,3851.49201712869,0,9,48.54419490579437
1119.39513326293,3851.49201712869,0,9,75.01489052753081
1168.66029266921,3851.49201712869,0,9,98.74689273250945
1037.28653425245,3851.49201712869,0,9,54.58750098228622
1135.81685306502,3851.49201712869,0,9,80.88272814117019
905.912775835692,3851.49201712869,0,9,45.88899970482238
938.756215439881,3851.49201712869,0,9,48.27721436609264
1234.34717187759,3851.49201712869,0,9,134.6144838320465
1283.61233128387,3851.49201712869,0,9,156.6227162053928
1102.97341346083,3851.49201712869,0,9,71.28471211364958
1185.08201247131,3851.49201712869,0,9,109.63699656401236
1304.60134184349,3644.99993308135,0,8,2.7251448585704354
942.336535708476,3604.13862461228,0,9,128.4260454235298
1233.41894868896,3604.13862461228,0,8,9.64195666009487
1136.39147769546,3604.13862461228,0,9,43.40555229606894
1051.49244057616,3604.13862461228,0,9,114.43277544016074
769.410396130147,3773.00537440056,0,9,76.11216506532138
905.951234085916,3604.13862461228,0,9,138.73759959279036
1221.29051481477,3604.13862461228,0,9,1.8740470742721083
1063.62087445034,3604.13862461228,0,9,103.12998007398903
1124.26304382128,3604.13862461228,0,9,51.94688272574794
1331.8422141562,3672.24080539406,0,9,32.99321589059451
1148.51991156965,3604.13862461228,0,9,36.47533708753991
769.410396130147,3814.77003874588,0,9,73.1645489720808
769.410396130147,3759.08381961879,0,9,81.76845534986259
769.410396130147,3786.92692918233,0,9,72.51739203551615
769.410396130147,3717.31915527347,0,9,103.67338224283696
769.410396130147,3731.24071005524,0,9,95.2351902905287
1277.36046953078,3617.75906076863,0,8,32.23108436178518
1322.76192338529,3663.16051462315,0,9,20.210173170811476
773.130546254138,3825.45096626075,0,9,72.6822199148747
779.368497999238,3700.40027601349,0,9,108.68743071720513
881.694366337543,3604.13862461228,0,9,146.37211390044183
1286.44076030168,3626.83935153954,0,8,22.39577119404977
1295.52105107258,3635.91964231044,0,8,12.56045802631564
1268.28017875987,3608.67876999773,0,8,39.2971324897961
1313.68163261439,3654.08022385225,0,9,7.626049194851629
832.478374634389,3647.29039937834,0,9,134.1282221718373
1172.77677931802,3604.13862461228,0,9,30.937066627775884
1184.90521319221,3604.13862461228,0,9,23.588842474417696
966.593403456849,3604.13862461228,0,9,124.85618566493382
978.721837331036,3604.13862461228,0,9,124.80286933504458
1075.74930832453,3604.13862461228,0,9,92.03761894825124
1209.16208094058,3604.13862461228,0,9,8.10811886124519
954.464969582663,3604.13862461228,0,9,126.07164317450992
1027.23557282778,3604.13862461228,0,9,135.31731702082348
1015.1071389536,3604.13862461228,0,9,131.0943445366733
1257.67581643733,3604.13862461228,0,8,33.21321519963307
990.850271205222,3604.13862461228,0,9,125.77051477398632
918.079667960103,3604.13862461228,0,9,136.2872791326497
1087.87774219872,3604.13862461228,0,9,81.24193270563431
1039.36400670197,3604.13862461228,0,9,125.88933718269506
893.822800211729,3604.13862461228,0,9,142.0892667515256
1112.13460994709,3604.13862461228,0,9,61.060277309965166
1002.97870507941,3604.13862461228,0,9,127.88618326373701
1100.0061760729,3604.13862461228,0,9,70.87861295420865
1160.64834544384,3604.13862461228,0,9,32.29682940399926
1245.54738256314,3604.13862461228,0,8,21.239286536988285
930.208101834289,3604.13862461228,0,9,131.85839711604714
1197.0336470664,3604.13862461228,0,9,16.004477733232637
825.839640054995,3653.92913395773,0,9,129.14848504615134
795.451446998084,3847.7718670047,0,9,66.54439445504774
805.923436316813,3673.84533769592,0,9,117.15631269520571
1336.38235954165,3681.8745550794,0,9,42.93903866546148
792.645967158025,3687.1228068547,0,9,111.9882553981817
1238.45260182811,3851.49201712869,0,9,136.47412999046836
852.542186478883,3851.49201712869,0,9,46.0775772318526
1336.38235954165,3804.12105827689,0,9,145.01023394278837
983.915944895642,3851.49201712869,0,9,59.66520015344484
788.011146750102,3840.33156675672,0,9,67.0192040765714
780.57084650212,3832.89126650874,0,9,69.11167244283496
1189.18744242183,3851.49201712869,0,9,112.362267086142
1336.38235954165,3722.62338947856,0,9,75.61491408289177
1336.38235954165,3834.68268407626,0,9,171.4774157211891
